sku,name,description,category,subcategory,brand,size,shade,price,stock,weight,tags
PT0400B2,G-Ceram MF Opaque Powder - B2 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,500g,B2,,100,500g,"porcelain,powder,metal-ceramic,dental"
PT0100B3,G-Ceram MF Opaque Powder - B3 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,50g,B3,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0200B3,G-Ceram MF Opaque Powder - B3 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,120g,B3,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0300B3,G-Ceram MF Opaque Powder - B3 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,200g,B3,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT0400B3,G-Ceram MF Opaque Powder - B3 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,500g,B3,,100,500g,"porcelain,powder,metal-ceramic,dental"
PT0100B4,G-Ceram MF Opaque Powder - B4 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,50g,B4,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0200B4,G-Ceram MF Opaque Powder - B4 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,120g,B4,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0300B4,G-Ceram MF Opaque Powder - B4 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,200g,B4,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT0400B4,G-Ceram MF Opaque Powder - B4 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,500g,B4,,100,500g,"porcelain,powder,metal-ceramic,dental"
PT0100C1,G-Ceram MF Opaque Powder - C1 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,50g,C1,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0200C1,G-Ceram MF Opaque Powder - C1 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,120g,C1,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0300C1,G-Ceram MF Opaque Powder - C1 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,200g,C1,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT0400C1,G-Ceram MF Opaque Powder - C1 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,500g,C1,,100,500g,"porcelain,powder,metal-ceramic,dental"
PT0100C2,G-Ceram MF Opaque Powder - C2 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,50g,C2,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0200C2,G-Ceram MF Opaque Powder - C2 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,120g,C2,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0300C2,G-Ceram MF Opaque Powder - C2 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,200g,C2,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT0400C2,G-Ceram MF Opaque Powder - C2 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,500g,C2,,100,500g,"porcelain,powder,metal-ceramic,dental"
PT0100C3,G-Ceram MF Opaque Powder - C3 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,50g,C3,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0200C3,G-Ceram MF Opaque Powder - C3 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,120g,C3,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0300C3,G-Ceram MF Opaque Powder - C3 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,200g,C3,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT0400C3,G-Ceram MF Opaque Powder - C3 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,500g,C3,,100,500g,"porcelain,powder,metal-ceramic,dental"
PT0100C4,G-Ceram MF Opaque Powder - C4 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,50g,C4,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0200C4,G-Ceram MF Opaque Powder - C4 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,120g,C4,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0300C4,G-Ceram MF Opaque Powder - C4 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,200g,C4,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT0400C4,G-Ceram MF Opaque Powder - C4 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,500g,C4,,100,500g,"porcelain,powder,metal-ceramic,dental"
PT0100D2,G-Ceram MF Opaque Powder - D2 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,50g,D2,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0200D2,G-Ceram MF Opaque Powder - D2 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,120g,D2,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0300D2,G-Ceram MF Opaque Powder - D2 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,200g,D2,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT0400D2,G-Ceram MF Opaque Powder - D2 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,500g,D2,,100,500g,"porcelain,powder,metal-ceramic,dental"
PT0100D3,G-Ceram MF Opaque Powder - D3 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,50g,D3,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0200D3,G-Ceram MF Opaque Powder - D3 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,120g,D3,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0300D3,G-Ceram MF Opaque Powder - D3 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,200g,D3,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT0400D3,G-Ceram MF Opaque Powder - D3 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,500g,D3,,100,500g,"porcelain,powder,metal-ceramic,dental"
PT0100D4,G-Ceram MF Opaque Powder - D4 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,50g,D4,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0200D4,G-Ceram MF Opaque Powder - D4 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,120g,D4,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0300D4,G-Ceram MF Opaque Powder - D4 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,200g,D4,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT0400D4,G-Ceram MF Opaque Powder - D4 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Opaque Powder,G-Ceram,500g,D4,,100,500g,"porcelain,powder,metal-ceramic,dental"
PT0120A0,G-Ceram MF Dentine Powder - A0 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,50g,A0,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0220A0,G-Ceram MF Dentine Powder - A0 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,120g,A0,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0320A0,G-Ceram MF Dentine Powder - A0 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,200g,A0,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT0420A0,G-Ceram MF Dentine Powder - A0 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,500g,A0,,100,500g,"porcelain,powder,metal-ceramic,dental"
PT0120A1,G-Ceram MF Dentine Powder - A1 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,50g,A1,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0220A1,G-Ceram MF Dentine Powder - A1 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,120g,A1,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0320A1,G-Ceram MF Dentine Powder - A1 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,200g,A1,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT0420A1,G-Ceram MF Dentine Powder - A1 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,500g,A1,,100,500g,"porcelain,powder,metal-ceramic,dental"
PT0120A2,G-Ceram MF Dentine Powder - A2 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,50g,A2,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0220A2,G-Ceram MF Dentine Powder - A2 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,120g,A2,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0320A2,G-Ceram MF Dentine Powder - A2 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,200g,A2,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT0420A2,G-Ceram MF Dentine Powder - A2 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,500g,A2,,100,500g,"porcelain,powder,metal-ceramic,dental"
PT0120A3,G-Ceram MF Dentine Powder - A3 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,50g,A3,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0220A3,G-Ceram MF Dentine Powder - A3 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,120g,A3,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0320A3,G-Ceram MF Dentine Powder - A3 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,200g,A3,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT0420A3,G-Ceram MF Dentine Powder - A3 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,500g,A3,,100,500g,"porcelain,powder,metal-ceramic,dental"
PT0120A3.5,G-Ceram MF Dentine Powder - A3.5 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,50g,A3.5,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0220A3.5,G-Ceram MF Dentine Powder - A3.5 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,120g,A3.5,,100,120g,"porcelain,powder,metal-ceramic,dental"
PT0320A3.5,G-Ceram MF Dentine Powder - A3.5 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,200g,A3.5,,100,200g,"porcelain,powder,metal-ceramic,dental"
PT0420A3.5,G-Ceram MF Dentine Powder - A3.5 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,500g,A3.5,,100,500g,"porcelain,powder,metal-ceramic,dental"
PT0120A4,G-Ceram MF Dentine Powder - A4 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,50g,A4,,100,50g,"porcelain,powder,metal-ceramic,dental"
PT0220A4,G-Ceram MF Dentine Powder - A4 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",Labside > Porcelain Powder,MF Dentine Powder,G-Ceram,120g,A4,,100,120g,"porcelain,powder,metal-ceramic,dental"
