Ürün Grup ID,Varyant ID,İsim,Açıklama,Satış Fiyatı,İndirimli Fiyatı,Alış Fiyatı,Barkod Listesi,SKU,Silindi mi?,Marka,Kategoriler,Etiketler,Resim URL,Metadata Başlık,Metadata Açıklama,Slug,Stok:Ana Depo,Tip,Varyant Tip 1,Varyant Değer 1,Varyant Tip 2,Varyant Değer 2,Desi,HS Kod,Birim Ürün Miktarı,Ürün Birimi,Satılan Ürün Miktarı,Satılan Ürün Birimi,Google Ürün Kategorisi,Tedarikçi,Stoğu Tükenince Satmaya Devam Et,Satış Kanalı:dev-glindent,Sepet Başına Minimum Alma Adeti:dev-glindent,Sepet Başına Maksimum Alma Adeti:dev-glindent,Varyant Aktiflik
,,G-Ceram MF Opaque Powder - C1 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0100C1,PT0100C1,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - C1 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0100c1,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - C1 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0200C1,PT0200C1,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - C1 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0200c1,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - C1 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0300C1,PT0300C1,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - C1 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0300c1,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - C1 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0400C1,PT0400C1,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - C1 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0400c1,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - C2 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0100C2,PT0100C2,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - C2 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0100c2,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - C2 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0200C2,PT0200C2,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - C2 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0200c2,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - C2 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0300C2,PT0300C2,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - C2 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0300c2,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - C2 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0400C2,PT0400C2,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - C2 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0400c2,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - C3 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0100C3,PT0100C3,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - C3 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0100c3,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - C3 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0200C3,PT0200C3,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - C3 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0200c3,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - C3 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0300C3,PT0300C3,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - C3 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0300c3,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - C3 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0400C3,PT0400C3,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - C3 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0400c3,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - C4 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0100C4,PT0100C4,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - C4 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0100c4,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - C4 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0200C4,PT0200C4,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - C4 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0200c4,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - C4 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0300C4,PT0300C4,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - C4 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0300c4,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - C4 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0400C4,PT0400C4,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - C4 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0400c4,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - D2 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0100D2,PT0100D2,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - D2 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0100d2,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - D2 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0200D2,PT0200D2,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - D2 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0200d2,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - D2 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0300D2,PT0300D2,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - D2 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0300d2,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - D2 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0400D2,PT0400D2,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - D2 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0400d2,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - D3 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0100D3,PT0100D3,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - D3 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0100d3,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - D3 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0200D3,PT0200D3,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - D3 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0200d3,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - D3 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0300D3,PT0300D3,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - D3 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0300d3,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - D3 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0400D3,PT0400D3,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - D3 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0400d3,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - D4 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0100D4,PT0100D4,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - D4 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0100d4,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - D4 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0200D4,PT0200D4,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - D4 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0200d4,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - D4 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0300D4,PT0300D4,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - D4 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0300d4,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Opaque Powder - D4 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0400D4,PT0400D4,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Opaque Powder - D4 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0400d4,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Dentine Powder - A0 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0120A0,PT0120A0,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Dentine Powder - A0 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0120a0,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Dentine Powder - A0 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0220A0,PT0220A0,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Dentine Powder - A0 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0220a0,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Dentine Powder - A0 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0320A0,PT0320A0,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Dentine Powder - A0 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0320a0,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Dentine Powder - A0 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0420A0,PT0420A0,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Dentine Powder - A0 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0420a0,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Dentine Powder - A1 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0120A1,PT0120A1,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Dentine Powder - A1 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0120a1,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Dentine Powder - A1 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0220A1,PT0220A1,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Dentine Powder - A1 - 120g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0220a1,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Dentine Powder - A1 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0320A1,PT0320A1,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Dentine Powder - A1 - 200g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0320a1,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Dentine Powder - A1 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0420A1,PT0420A1,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Dentine Powder - A1 - 500g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0420a1,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
,,G-Ceram MF Dentine Powder - A2 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer and dental inlays-onlays.
Thanks to its modelling ease of use, G-CERAM MF is a reliable ceramic powder for veneering, especially recommended for laboratories whose priority is rapidity and accuracy.",,,,PT0120A2,PT0120A2,false,G-Ceram,Labside > Porcelain Powder,"porcelain,powder,metal-ceramic,dental",,G-Ceram MF Dentine Powder - A2 - 50g,"G-CERAM MF Metal-Ceramic is a natural feldspathic porcelain powder, which is used to make metal sub-structured porcelain crowns and bridges, porcelain veneer an",pt0120a2,100,PHYSICAL,,,,,,,,,,,,,false,VISIBLE,,,true
